Total_Highland_Particles,Discharged_to_Ocean_CHD,Discharged_to_Rivers_SFR,Stranded_Dry_Active_Cells,Malake_Channel_Discharge_Particles,Malake_Channel_Mean_Residence_Time_Yrs
8219,167,3276,4776,0,0.0
