Row,Col,Length,Z_up,Z_down,Basin,Slope
103,133,143.3002438123845,10.00617790222168,8.87126350402832,2422,0.00791983577975794
103,134,115.64612576743296,9.29247760772705,8.87126350402832,2422,0.0036422673124891516
103,135,76.9977013272122,9.556683540344238,9.197898864746094,2422,0.004659680346474764
103,136,116.50139209179909,13.451226234436035,9.556683540344238,2422,0.03342915156776008
103,137,8.08437823180919,13.451226234436035,13.451226234436035,2422,0.0001
103,156,99.05445546494774,63.3365592956543,52.01933288574219,2422,0.11425257305984506
103,157,62.085981052416095,63.3365592956543,63.3365592956543,2422,0.0001
103,169,133.28340247594247,77.23665618896484,68.58646392822266,2422,0.06490074607979444
103,170,108.1591363671583,81.0164794921875,77.23665618896484,2422,0.034946870233797195
103,171,112.38366574436023,80.8169937133789,81.0164794921875,2422,0.0001
103,172,112.53629840045754,84.1270980834961,80.8169937133789,2422,0.029413659567318146
103,173,71.55080526278128,89.41522216796875,84.1270980834961,2422,0.0739072616311055
104,111,37.925220939848884,7.882709503173828,8.043580055236816,2422,0.0001
104,112,86.99474320539461,9.130376815795898,7.882709503173828,2422,0.014341870171124333
104,132,111.84250033017949,8.999919891357422,10.00617790222168,2422,0.0001
104,133,6.938049149783205,10.00617790222168,10.00617790222168,2422,0.0001
104,134,100.03843094952377,9.197898864746094,9.29247760772705,2422,0.0001
104,135,51.96367283732504,9.197898864746094,9.197898864746094,2422,0.0001
104,155,131.4146705595758,52.01933288574219,45.45478057861328,2422,0.049952963996914776
104,156,29.906918699623617,52.01933288574219,52.01933288574219,2422,0.0001
104,168,1.7715376783910404,68.58646392822266,68.58646392822266,2422,0.0001
104,169,129.46899387452268,68.58646392822266,59.77360916137695,2422,0.0680692303470501
104,173,48.915680521017876,90.12127685546875,89.41522216796875,2422,0.014434117648565177
104,174,80.04569364334061,98.34272766113281,90.12127685546875,2422,0.10270947044692197
105,112,126.68221677670876,10.686854362487793,9.130376815795898,2422,0.012286472294965885
105,130,33.84073799758836,10.601771354675293,9.789327621459961,2422,0.024007860977299914
105,131,141.17430639716292,9.789327621459961,8.999919891357422,2422,0.005591723807600752
105,132,173.7879190426612,9.413219451904297,8.999919891357422,2422,0.002378183494132402
105,155,126.68221677679105,45.45478057861328,42.26919937133789,2422,0.025146238267114127
105,168,47.421827134979694,59.77360916137695,55.836883544921875,2422,0.08301505560403084
105,169,95.11921264429111,59.77360916137695,59.77360916137695,2422,0.0001
105,174,66.94882449795662,96.34307098388672,98.34272766113281,2422,0.0001
105,175,103.62934167706909,98.03736877441406,96.34307098388672,2422,0.01634959523150435
105,176,133.75060454055506,105.40090942382812,98.03736877441406,2422,0.055054260686958865
105,177,17.5789317621311,99.74639129638672,105.40090942382812,2422,0.0001
106,111,36.677302465360924,8.27598762512207,10.686854362487793,2422,0.0001
106,112,86.48040904852547,10.686854362487793,10.686854362487793,2422,0.0001
106,130,100.0,10.000112533569336,10.601771354675293,2422,0.0001
106,132,123.78814824593209,9.450399398803711,9.413219451904297,2422,0.0003003514264188524
106,133,5.173225918426389,10.722063064575195,9.450399398803711,2422,0.245816379532542
106,154,119.50901178562079,42.26919937133789,41.89058303833008,2422,0.0031680986006895197
106,155,16.10868180080504,42.26919937133789,42.26919937133789,2422,0.0001
106,167,6.902475672597129,55.836883544921875,51.663177490234375,2422,0.6046679847430885
106,168,141.44222675739272,55.836883544921875,55.836883544921875,2422,0.0001
106,177,94.88105031064117,101.10032653808594,99.74639129638672,2422,0.014269817179156702
106,178,128.2135538083071,108.7995834350586,101.10032653808594,2422,0.060050257311203344
106,179,109.1663924099756,115.0108642578125,108.7995834350586,2422,0.05689737185256954
106,180,72.53491740801837,115.0108642578125,115.0108642578125,2422,0.0001
107,111,112.45998207253943,9.664200782775879,8.27598762512207,2422,0.012344063479917481
107,130,112.45998207281221,8.844571113586426,10.000112533569336,2422,0.0001
107,132,68.49088348343619,11.51091194152832,10.722063064575195,2422,0.011517574848394238
107,133,50.62541801144336,10.722063064575195,10.722063064575195,2422,0.0001
107,154,36.485427768880854,41.89058303833008,37.58586120605469,2422,0.11798468855960552
